ensembl_gene_id,CTRL-1,CTRL-2,CTRL-3,27HC-1,27HC-2,27HC-3
ENSG00000044574,11946,12749,13107,30594,32536,29533
ENSG00000046604,5,9,13,14,21,12
ENSG00000046647,278,311,232,292,407,280
ENSG00000046651,519,817,666,853,1045,880
ENSG00000046653,0,3,10,17,20,13
ENSG00000046774,0,0,0,0,0,1
ENSG00000046889,0,0,0,1,0,1
ENSG00000047056,498,778,757,750,1043,947
ENSG00000047188,929,1121,781,1889,2041,1813
ENSG00000047230,376,516,396,306,440,383
ENSG00000047249,1436,1412,1289,1708,1573,1562
ENSG00000047315,1986,3090,2516,4171,4985,4604
ENSG00000047346,345,588,371,746,734,735
ENSG00000047365,976,1158,782,1704,2085,1968
ENSG00000047410,1623,2095,2205,4550,6540,6062
ENSG00000047457,6,5,2,1,5,13
ENSG00000047578,79,97,155,184,359,424
ENSG00000047579,372,368,557,421,510,455
ENSG00000047597,0,1,0,0,7,0
ENSG00000047617,0,0,0,0,0,0
ENSG00000047621,451,399,429,816,852,818
ENSG00000047634,9,14,14,13,10,11
ENSG00000047644,945,1204,1143,1601,2730,2299
ENSG00000047648,0,0,0,0,12,3
ENSG00000047662,6,33,15,14,17,20
ENSG00000047849,1844,2542,3302,3032,5192,4872
ENSG00000047932,925,1266,916,1423,1425,1240
ENSG00000047936,0,0,0,3,0,0
ENSG00000048028,450,662,494,556,668,659
ENSG00000048052,0,9,0,5,13,5
ENSG00000048140,864,980,1071,1159,1782,1674
ENSG00000048162,447,408,403,444,601,493
ENSG00000048342,2,2,1,9,3,26
ENSG00000048392,1426,1628,1265,2190,2366,2258
ENSG00000048405,1140,1434,903,2025,2048,1808
ENSG00000048462,0,0,0,0,0,1
ENSG00000048471,162,257,232,237,463,410
ENSG00000048540,0,0,0,0,0,3
ENSG00000048544,1195,1506,963,1898,1657,1401
ENSG00000048545,0,2,0,0,0,0
ENSG00000048649,697,972,787,1115,1455,1225
ENSG00000048707,384,611,618,986,1639,1522
ENSG00000048740,3203,4563,3184,7209,9478,8912
ENSG00000048828,4336,5226,3916,7209,8989,8717
ENSG00000048991,500,682,485,1256,1805,1610
ENSG00000049089,185,296,400,144,240,183
ENSG00000049130,3,13,1,5,25,16
ENSG00000049167,210,272,228,351,350,295
ENSG00000049192,16,27,52,54,45,97
ENSG00000049239,1146,1891,1963,1101,2200,2105
ENSG00000049245,685,791,478,868,901,826
ENSG00000049246,39,61,60,86,108,71
ENSG00000049247,1052,948,679,442,503,348
ENSG00000049249,518,647,471,1124,1544,1272
ENSG00000049283,0,3,0,0,0,0
ENSG00000049323,4,2,0,15,16,21
ENSG00000049449,319,317,372,328,318,183
ENSG00000049540,0,0,0,0,0,0
ENSG00000049541,2437,2571,2571,1918,1994,1818
ENSG00000049618,579,813,674,1358,2285,2020
ENSG00000049656,2860,3359,3464,3459,4334,3940
ENSG00000049759,1,4,3,30,45,27
ENSG00000049768,170,463,356,670,1476,1456
ENSG00000049769,427,533,777,270,431,435
ENSG00000049860,2421,2589,2454,2583,2656,2484
ENSG00000049883,189,194,191,276,280,206
ENSG00000050030,0,0,0,0,0,0
ENSG00000050130,965,1084,637,1109,1024,890
ENSG00000050165,0,0,3,2,0,2
ENSG00000050327,29,20,13,47,81,92
ENSG00000050344,1343,1661,1613,2377,2266,2046
ENSG00000050393,1137,1098,999,1429,1578,1335
ENSG00000050405,1208,1357,926,1512,1483,1400
ENSG00000050426,1869,2321,1954,1314,1584,1578
ENSG00000050438,152,206,180,311,341,339
ENSG00000050555,0,0,0,0,1,0
ENSG00000050628,60,118,57,230,240,199
ENSG00000050730,37,56,63,44,58,33
ENSG00000050748,1600,1934,1584,2087,2220,2020
ENSG00000050767,8,8,10,3,10,15
ENSG00000050820,0,0,1,1,3,0
ENSG00000051009,265,382,445,492,769,627
ENSG00000051108,1794,2313,1684,2819,3199,3253
ENSG00000051128,4,0,0,8,8,4
ENSG00000051180,1613,1681,1705,1300,1620,1309
ENSG00000051341,968,1109,1098,1174,1695,1403
ENSG00000051382,231,325,250,437,462,455
ENSG00000051523,12607,11297,16584,5352,9509,8733
ENSG00000051596,1326,1540,1859,641,1122,1096
ENSG00000051620,1440,1668,2048,1110,1427,1431
ENSG00000051825,921,1414,1105,1845,2141,2059
ENSG00000052126,202,254,176,467,466,440
ENSG00000052344,0,0,4,0,0,0
ENSG00000052723,1123,1334,1250,1267,1427,1384
ENSG00000052749,379,265,445,601,899,728
ENSG00000052795,479,598,404,853,1132,970
ENSG00000052802,1571,1594,1290,591,510,604
ENSG00000052841,754,1248,785,1343,1838,1514
ENSG00000052850,0,0,0,0,0,0
ENSG00000053108,0,0,0,0,0,0
ENSG00000053254,863,1031,1035,1772,3101,2655
ENSG00000053328,0,0,0,0,0,0
ENSG00000053371,2496,2345,2724,820,1262,1285
ENSG00000053372,1488,1169,1371,1791,1993,1617
ENSG00000053438,9,6,9,9,25,20
ENSG00000053501,545,425,686,328,429,362
ENSG00000053524,75,108,130,115,163,138
ENSG00000053702,18,17,22,45,67,71
ENSG00000053747,0,5,0,1,11,6
ENSG00000053770,925,1012,712,1683,1654,1454
ENSG00000053900,1211,1354,1066,1358,1435,1229
ENSG00000053918,32,39,53,79,131,88
ENSG00000054116,1394,1497,1671,1366,1734,1502
ENSG00000054118,2626,2849,3093,3567,6024,5083
ENSG00000054148,510,595,507,255,453,397
ENSG00000054179,0,0,0,1,2,0
ENSG00000054219,568,692,399,413,334,351
ENSG00000054267,1098,1116,898,1868,1997,1850
ENSG00000054277,23,36,17,18,13,34
ENSG00000054282,176,262,177,189,297,205
ENSG00000054356,7,1,7,0,0,0
ENSG00000054392,0,0,0,2,2,4
ENSG00000054523,311,430,486,808,1262,1109
ENSG00000054598,0,0,0,5,1,10
ENSG00000054611,988,1005,1221,784,1049,861
ENSG00000054654,829,1072,1058,2365,4156,3808
ENSG00000054690,0,1,6,5,21,26
ENSG00000054793,21,11,27,84,102,103
ENSG00000054796,0,0,0,0,0,0
ENSG00000054803,0,0,0,0,0,0
ENSG00000054938,0,2,0,5,1,0
ENSG00000054965,445,620,588,887,1347,1175
ENSG00000054967,232,390,544,606,916,969
ENSG00000054983,969,1233,969,1376,1397,1402
ENSG00000055044,1682,2174,1812,3033,3393,3076
ENSG00000055070,2774,2802,2947,2083,4200,4106
ENSG00000055118,0,7,17,3,10,5
ENSG00000055130,1841,2377,1949,4065,4262,3837
ENSG00000055147,501,566,411,492,545,443
ENSG00000055163,3438,4895,4757,7362,11180,9873
ENSG00000055208,3044,3589,2774,7120,7487,6577
ENSG00000055211,667,757,612,569,529,534
ENSG00000055332,1959,2555,2133,4497,5681,4904
ENSG00000055483,831,1053,1199,1581,2639,2162
ENSG00000055609,1215,1621,1244,2071,2968,2813
ENSG00000055732,75,72,58,451,497,423
ENSG00000055813,0,0,0,0,4,0
ENSG00000055917,2630,3197,2302,5002,5384,4821
ENSG00000055950,849,838,738,440,715,658
ENSG00000055955,0,1,2,3,5,5
ENSG00000055957,0,0,2,0,0,0
ENSG00000056050,846,610,708,484,484,436
ENSG00000056097,1538,2044,1560,3285,3898,3534
ENSG00000056277,96,123,58,140,220,176
ENSG00000056291,0,0,0,0,0,1
ENSG00000056487,2,1,12,6,14,6
ENSG00000056558,2321,3020,3847,5175,8109,7672
ENSG00000056586,1174,1321,968,1880,2135,1947
ENSG00000056736,1284,1704,1285,3359,3653,3233
ENSG00000056972,302,422,476,355,564,499
ENSG00000056998,0,0,1,0,0,0
ENSG00000057019,428,544,428,824,1024,864
ENSG00000057149,0,0,0,0,0,0
ENSG00000057252,1478,1625,1423,3363,3423,2955
ENSG00000057294,0,0,0,0,0,0
ENSG00000057468,0,1,5,1,1,6
ENSG00000057593,0,0,0,0,0,0
ENSG00000057608,6413,7303,6416,8825,10224,9090
ENSG00000057657,656,751,542,1470,1921,1595
ENSG00000057663,1939,1678,1609,2095,1671,1579
ENSG00000057704,1,7,10,7,9,12
ENSG00000057757,2098,1990,2180,1157,1500,1488
ENSG00000057935,503,591,527,577,737,624
ENSG00000058056,134,152,140,211,235,254
ENSG00000058063,1729,2517,1800,4310,5300,4930
ENSG00000058085,0,2,0,2,2,5
ENSG00000058091,0,0,4,3,0,0
ENSG00000058262,3852,4266,5948,7100,10915,10251
ENSG00000058272,2161,2584,1745,3895,3813,3569
ENSG00000058335,7,14,7,12,14,6
ENSG00000058404,0,1,7,1,2,4
ENSG00000058453,189,285,470,224,436,544
ENSG00000058600,485,586,515,680,1178,1108
ENSG00000058668,2721,3966,3333,4306,6815,5975
ENSG00000058673,18,19,26,26,42,32
ENSG00000058729,626,591,363,816,763,652
ENSG00000058799,734,744,677,658,624,584
ENSG00000058804,1617,2043,1535,2141,2134,2039
ENSG00000058866,20,25,3,15,38,53
ENSG00000059122,717,1013,1614,1152,2124,2016
ENSG00000059145,271,497,596,248,378,400
ENSG00000059377,510,506,481,296,491,382
ENSG00000059378,1751,1808,2275,2296,2979,2632
ENSG00000059573,2004,2427,2325,2543,3460,3092
ENSG00000059588,1995,2740,2197,2037,2529,2191
ENSG00000059691,490,437,437,441,557,414
ENSG00000059728,206,297,263,696,1011,1014
ENSG00000059758,812,1049,599,1572,1745,1598
ENSG00000059769,145,184,125,153,133,130
ENSG00000059804,4761,5319,4654,5656,7764,6758
ENSG00000059915,35,77,94,29,76,64
ENSG00000060069,1040,917,1399,1034,1659,1595
ENSG00000060138,2601,3362,3325,2565,3232,2979
ENSG00000060140,210,248,257,225,239,210
ENSG00000060237,2018,2917,2423,5284,9180,8085
ENSG00000060303,0,0,0,0,0,0
ENSG00000060339,2539,2721,2326,3873,3596,3491
ENSG00000060491,2172,2287,3386,1629,2863,2830
ENSG00000060558,4634,4769,5628,2784,4585,4089
ENSG00000060566,120,278,178,498,904,840
ENSG00000060642,182,201,161,253,244,257
ENSG00000060656,1,7,3,4,0,1
ENSG00000060688,2268,2142,1648,1584,1860,1757
ENSG00000060709,0,0,0,0,1,0
ENSG00000060718,0,0,0,0,2,0
ENSG00000060749,191,279,162,344,463,475
ENSG00000060762,800,907,624,864,863,769
ENSG00000060971,1245,1655,2480,1232,1978,1791
ENSG00000060982,1187,1223,1087,1676,1835,1784
ENSG00000061273,3245,4165,5378,2473,4609,4336
ENSG00000061337,216,323,410,437,937,879
ENSG00000061455,5,0,0,0,0,0
ENSG00000061492,2,1,2,0,0,0
ENSG00000061656,240,222,286,63,104,90
ENSG00000061676,11,14,23,109,87,61
ENSG00000061794,1317,1366,1394,1810,1754,1482
ENSG00000061918,12,17,12,31,35,29
ENSG00000061936,1120,1173,1358,1324,2098,1981
ENSG00000061938,1917,2097,3898,2013,3623,3418
ENSG00000061987,600,899,599,1186,1351,1367
ENSG00000062038,4,0,6,4,2,1
ENSG00000062096,0,0,0,0,0,0
ENSG00000062194,3478,3512,3173,3745,3388,2963
ENSG00000062282,22,22,42,20,11,8
ENSG00000062370,0,0,0,0,0,0
ENSG00000062485,2200,3240,2358,4388,5966,5668
ENSG00000062524,24,17,24,34,67,46
ENSG00000062582,12,21,15,15,15,20
ENSG00000062598,681,856,796,1456,2291,1941
ENSG00000062650,1820,2238,1648,3111,3668,3532
ENSG00000062716,2605,3138,1765,2586,2722,2298
ENSG00000062725,537,609,349,769,814,768
ENSG00000062822,1234,1745,2972,1680,2724,2289
ENSG00000063015,6,0,0,2,9,2
ENSG00000063046,6217,8372,7189,6780,8603,7690
ENSG00000063127,46,71,65,54,85,83
ENSG00000063169,292,440,565,390,940,895
ENSG00000063176,320,394,538,476,935,746
ENSG00000063177,28561,24537,30859,11603,14459,12915
ENSG00000063180,100,90,134,59,87,74
ENSG00000063241,1330,1233,1556,1049,1098,966
ENSG00000063244,1882,2921,4124,4128,8119,7387
ENSG00000063245,865,1240,1691,852,1682,1667
ENSG00000063322,871,1054,816,1054,1402,1308
ENSG00000063438,93,70,71,39,36,58
ENSG00000063515,0,0,0,4,6,2
ENSG00000063587,305,461,376,609,958,795
ENSG00000063601,703,894,722,1243,1778,1536
ENSG00000063660,28,54,50,53,89,89
ENSG00000063761,25,30,19,93,116,75
ENSG00000063854,1148,1102,1442,709,1230,1098
ENSG00000063978,2429,2688,2430,3025,3927,3363
ENSG00000064012,3706,4386,2722,2944,3249,3047
ENSG00000064042,0,0,0,0,0,0
ENSG00000064102,1464,1416,1028,1519,1344,1194
ENSG00000064115,1317,1761,1726,2001,2570,2296
ENSG00000064195,0,0,0,4,1,0
ENSG00000064199,6,11,2,15,26,15
ENSG00000064201,499,683,785,390,624,621
ENSG00000064205,0,0,2,0,0,0
ENSG00000064218,0,0,0,0,0,0
ENSG00000064225,9,20,2,6,21,21
ENSG00000064270,37,39,32,7,19,6
ENSG00000064300,0,0,0,3,1,2
ENSG00000064309,20,44,22,17,50,38
ENSG00000064313,1056,1217,706,2217,2390,2130
ENSG00000064393,1028,1491,1119,1951,3398,3331
ENSG00000064419,624,1053,1110,1839,2774,2452
ENSG00000064489,2,0,0,3,11,0
ENSG00000064490,1487,1339,1953,784,1212,1084
ENSG00000064545,607,675,878,319,510,530
ENSG00000064547,708,964,929,732,1082,985
ENSG00000064601,528,764,709,917,1364,1241
ENSG00000064607,2784,3641,4310,3445,5621,4942
ENSG00000064651,655,775,623,1121,1297,1344
ENSG00000064652,15,31,20,68,60,75
ENSG00000064655,1,0,0,1,0,0
ENSG00000064666,2154,4106,4135,4481,7818,7184
ENSG00000064687,1252,1376,2127,1184,2038,1973
ENSG00000064692,0,0,0,0,0,2
ENSG00000064703,603,715,570,836,826,715
ENSG00000064726,4228,4114,3317,4369,3923,3766
ENSG00000064763,46,39,38,132,161,123
ENSG00000064787,0,0,0,3,0,3
ENSG00000064835,0,0,3,0,0,0
ENSG00000064886,104,103,109,111,96,72
ENSG00000064932,831,1164,1806,1299,2314,2147
ENSG00000064933,487,623,355,541,456,525
ENSG00000064961,2084,2411,2238,779,1291,1303
ENSG00000064989,1,1,6,15,12,11
ENSG00000064995,1695,1821,1506,1397,1746,1411
ENSG00000064999,111,144,162,187,348,277
ENSG00000065000,1937,2544,3447,4443,7175,6822
ENSG00000065029,439,734,877,669,1102,1003
ENSG00000065054,4,4,11,7,13,11
ENSG00000065057,657,448,816,254,358,323
ENSG00000065060,300,423,318,682,1047,943
ENSG00000065135,3172,3005,2334,4294,4746,4203
ENSG00000065150,3078,3683,3398,6027,6614,6100
ENSG00000065154,857,783,655,1322,1497,1216
ENSG00000065183,484,620,537,719,795,735
ENSG00000065243,644,925,562,1277,1274,1161
ENSG00000065268,1710,1515,2249,1024,1885,1928
ENSG00000065308,534,758,1026,1098,2095,1834
ENSG00000065320,0,6,6,12,7,4
ENSG00000065325,0,0,0,0,0,0
ENSG00000065328,813,910,779,1126,1434,1303
ENSG00000065357,1334,2022,2092,2000,3021,2682
ENSG00000065361,18,26,17,25,43,23
ENSG00000065371,0,0,0,0,0,0
ENSG00000065413,2850,3279,2286,4528,5443,5132
ENSG00000065427,3394,3465,3187,5286,5701,5172
ENSG00000065457,283,403,402,546,853,786
ENSG00000065485,358,404,452,388,457,488
ENSG00000065491,331,531,430,688,1019,914
ENSG00000065518,3238,3563,1661,2029,2001,1688
ENSG00000065526,621,856,947,2431,4506,3976
ENSG00000065534,4,12,9,9,16,9
ENSG00000065548,2326,2499,1932,3412,2889,2558
ENSG00000065559,692,853,573,1304,1319,1220
ENSG00000065600,467,426,487,531,492,404
ENSG00000065609,0,0,0,0,0,0
ENSG00000065613,1688,1960,1608,3240,3033,2816
ENSG00000065615,871,1067,719,1264,1440,1207
ENSG00000065618,0,0,0,0,3,0
ENSG00000065621,16,45,22,19,13,20
ENSG00000065665,334,478,346,684,889,836
ENSG00000065675,1147,1168,1269,1516,1865,1706
ENSG00000065717,0,2,1,0,0,0
ENSG00000065802,989,1116,1432,854,1229,1116
ENSG00000065809,6071,6891,5903,9029,9180,8311
ENSG00000065833,3,2,10,14,10,10
ENSG00000065882,1000,1267,1205,1747,2398,2227
ENSG00000065883,1040,1155,938,1565,2147,1978
ENSG00000065911,2861,3481,3128,4760,5415,4799
ENSG00000065923,673,952,906,1081,1594,1340
ENSG00000065970,399,548,483,528,980,808
ENSG00000065978,21661,24111,16879,14991,25189,23997
ENSG00000065989,954,1184,1237,2334,4149,3756
ENSG00000066027,1364,1762,1458,2109,2225,2102
ENSG00000066032,0,0,0,0,0,0
ENSG00000066044,2636,2849,2405,3715,4560,4169
ENSG00000066056,41,88,107,77,195,133
ENSG00000066084,366,536,408,973,1461,1271
ENSG00000066117,1070,1701,1612,2362,3309,2948
ENSG00000066135,144,226,244,205,314,256
ENSG00000066136,829,1068,772,1245,1760,1609
ENSG00000066185,1,5,15,1,9,9
ENSG00000066230,7,31,36,20,19,9
ENSG00000066248,0,0,0,0,0,0
ENSG00000066279,2726,3427,2655,4619,5442,4781
ENSG00000066294,265,425,281,907,1463,1310
ENSG00000066322,1226,1618,1304,1110,1881,1658
ENSG00000066336,5,0,0,2,0,0
ENSG00000066379,677,481,662,172,276,180
ENSG00000066382,0,0,0,2,0,0
ENSG00000066405,0,0,0,0,0,0
ENSG00000066422,707,1062,699,1346,1261,1229
ENSG00000066427,434,531,463,595,764,666
ENSG00000066455,668,803,557,1027,1127,1080
ENSG00000066468,0,0,2,0,1,0
ENSG00000066557,871,1078,701,1507,1148,1018
ENSG00000066583,637,805,641,734,704,682
ENSG00000066629,0,0,0,0,0,0
ENSG00000066651,785,756,586,663,629,529
ENSG00000066654,1639,1821,1392,2053,2160,1952
ENSG00000066697,651,652,515,388,510,450
ENSG00000066735,4,5,7,20,13,16
ENSG00000066739,484,624,626,1262,1730,1477
ENSG00000066777,1017,1344,1160,1980,2448,2290
ENSG00000066813,3,0,1,1,8,4
ENSG00000066827,20,62,60,84,139,120
ENSG00000066855,320,420,352,387,497,385
ENSG00000066923,295,323,350,125,234,221
ENSG00000066926,1276,1279,1041,1340,1506,1397
ENSG00000066933,83,107,149,246,385,327
ENSG00000067048,0,0,2,0,0,0
ENSG00000067057,1830,2808,3871,2754,4718,4597
ENSG00000067064,4492,3920,2981,1932,1910,1688
ENSG00000067066,4174,4105,3526,4780,5608,4987
ENSG00000067082,3772,4625,3879,8428,11334,9957
ENSG00000067113,550,484,502,504,769,618
ENSG00000067141,8,30,26,47,127,97
ENSG00000067167,2686,3900,2608,7293,7153,6397
ENSG00000067177,249,376,287,346,457,443
ENSG00000067182,507,623,727,429,633,553
ENSG00000067191,231,340,323,167,351,255
ENSG00000067208,674,721,493,812,818,723
ENSG00000067221,166,226,278,164,212,231
ENSG00000067225,41211,52091,68699,42223,67670,59664
ENSG00000067248,832,831,772,1337,1389,1063
ENSG00000067334,1663,1717,1371,2733,2270,2114
ENSG00000067365,554,503,467,257,381,302
ENSG00000067369,132,273,386,521,961,912
ENSG00000067445,13,35,45,51,61,54
ENSG00000067533,337,332,301,726,755,681
ENSG00000067560,13703,13448,11713,13442,11888,10028
ENSG00000067596,698,1006,1167,1516,2409,1947
ENSG00000067601,0,0,0,0,0,0
ENSG00000067606,3,7,3,2,9,6
ENSG00000067646,0,0,0,0,0,0
ENSG00000067704,3507,3939,3167,4322,4178,3638
ENSG00000067715,0,0,1,0,0,1
ENSG00000067798,0,0,0,0,0,0
ENSG00000067829,1465,1596,1471,1367,1857,1639
ENSG00000067836,21,26,37,10,13,39
ENSG00000067840,0,0,0,0,12,0
ENSG00000067842,0,0,0,0,2,0
ENSG00000067900,1711,2408,1610,4962,5162,4981
ENSG00000067955,4633,5497,3721,6942,7794,7166
ENSG00000067992,1328,1451,1401,1106,1282,1140
ENSG00000068001,126,195,132,81,128,89
ENSG00000068024,147,195,221,203,335,377
ENSG00000068028,4135,4986,5490,3051,3675,3547
ENSG00000068078,0,0,0,6,10,5
ENSG00000068079,1959,1576,2036,1608,2488,2125
ENSG00000068097,336,377,363,563,697,654
ENSG00000068120,1362,1820,2440,1467,2092,1730
ENSG00000068137,60,141,186,34,43,60
ENSG00000068305,390,611,435,1195,1441,1293
ENSG00000068308,1443,1916,2213,2078,2709,2561
ENSG00000068323,505,797,917,1233,2094,1839
ENSG00000068354,601,743,817,567,736,799
ENSG00000068366,3495,4224,3331,4699,4790,4409
ENSG00000068383,49,53,81,101,144,137
ENSG00000068394,761,652,933,462,751,683
ENSG00000068400,1283,1854,2231,1598,2990,2753
ENSG00000068438,1263,1352,1276,1496,2026,1818
ENSG00000068489,3237,3512,3824,2597,3394,2977
ENSG00000068615,0,0,1,1,4,0
ENSG00000068650,306,355,361,713,1317,1343
ENSG00000068654,363,496,472,1078,2003,1890
ENSG00000068697,1304,1470,919,1626,1333,1291
ENSG00000068724,1104,1437,2487,2376,3914,3786
ENSG00000068745,1672,1636,1686,1416,1855,1603
ENSG00000068781,0,0,0,0,0,0
ENSG00000068784,409,474,291,654,732,666
ENSG00000068796,5449,6222,5283,6145,6764,5885
ENSG00000068831,1749,2110,3112,1264,2058,2073
ENSG00000068878,1938,1912,1653,4406,4842,4284
ENSG00000068885,218,303,155,343,360,299
ENSG00000068903,1191,1507,1524,1426,1980,1804
ENSG00000068912,1842,1860,1406,2823,2485,2344
ENSG00000068971,147,223,337,306,564,598
ENSG00000068976,27,57,66,29,78,49
ENSG00000068985,0,0,0,0,0,0
ENSG00000069011,20,14,16,4,14,7
ENSG00000069018,0,0,0,0,0,0
ENSG00000069020,812,880,942,861,1386,1312
ENSG00000069122,0,0,0,0,0,0
ENSG00000069188,37,140,90,0,0,0
ENSG00000069206,0,0,0,0,0,0
ENSG00000069248,1301,1478,1272,1662,2068,1759
ENSG00000069275,10150,11313,9511,9769,11679,10584
ENSG00000069329,1510,1976,1519,2690,3085,2618
ENSG00000069345,2142,2150,1827,2429,2553,2103
ENSG00000069399,1201,1350,1514,1154,1681,1786
ENSG00000069424,6584,9944,15221,7684,15234,14695
ENSG00000069431,0,0,0,3,0,0
ENSG00000069482,0,0,0,0,0,0
ENSG00000069493,5802,6487,3957,5368,5789,4931
ENSG00000069509,477,375,278,303,292,192
ENSG00000069535,0,0,0,2,0,2
ENSG00000069667,610,1002,621,1775,2050,1712
ENSG00000069696,43,66,73,3,8,12
ENSG00000069702,245,255,213,1404,1577,1555
ENSG00000069764,0,0,0,2,5,5
ENSG00000069812,0,0,0,2,0,3
ENSG00000069849,5078,4929,3856,5051,4924,4549
ENSG00000069869,57,101,81,243,346,239
ENSG00000069943,280,451,269,453,457,429
ENSG00000069956,1390,1680,1333,6154,6214,5730
ENSG00000069966,329,528,507,504,597,520
ENSG00000069974,2729,2907,2267,3057,3327,3070
ENSG00000069998,547,595,705,229,385,406
ENSG00000070010,1511,1736,1800,1774,2317,2161
ENSG00000070018,0,0,1,4,5,1
ENSG00000070019,0,0,1,0,0,0
ENSG00000070031,1,0,0,0,1,0
ENSG00000070047,989,1400,2131,1613,3094,3168
ENSG00000070061,914,1076,1011,1616,1970,1632
ENSG00000070081,2130,2054,1688,2247,1930,1571
ENSG00000070087,9,14,8,24,9,16
ENSG00000070159,975,1018,1075,1176,1344,1264
ENSG00000070182,2,2,0,0,3,5
ENSG00000070190,650,923,638,655,831,745
ENSG00000070193,0,0,0,0,0,0
ENSG00000070214,100,111,63,100,100,103
ENSG00000070269,76,137,118,147,183,200
ENSG00000070366,157,229,359,658,1369,1182
ENSG00000070367,1872,2268,1567,3521,3526,3250
ENSG00000070371,8,10,14,2,12,1
ENSG00000070388,3,1,0,0,5,9
ENSG00000070404,91,84,123,28,69,51
ENSG00000070413,451,606,1062,741,1142,1117
ENSG00000070423,2150,2575,2725,1836,2876,2982
ENSG00000070444,176,282,367,336,734,713
ENSG00000070476,397,614,751,785,1247,1257
ENSG00000070495,1261,1255,1623,1211,1603,1400
ENSG00000070501,708,735,598,578,720,565
ENSG00000070526,0,0,2,0,0,0
ENSG00000070540,351,501,409,668,870,782
ENSG00000070601,0,0,0,0,0,0
ENSG00000070610,389,657,1037,1079,1669,1421
ENSG00000070614,3,8,6,6,20,12
ENSG00000070669,5,12,8,44,36,66
ENSG00000070718,731,675,503,994,1211,1033
ENSG00000070729,0,0,0,0,0,0
ENSG00000070731,0,0,0,0,0,0
ENSG00000070748,1,0,0,0,0,0
ENSG00000070756,22715,29486,21066,31282,35872,32531
ENSG00000070759,29,45,57,34,62,66
ENSG00000070761,1280,1175,1051,1055,1235,934
ENSG00000070770,544,625,661,883,1371,1160
ENSG00000070778,0,0,1,1,0,4
ENSG00000070785,814,624,766,768,723,668
ENSG00000070808,0,0,0,0,0,0
ENSG00000070814,1251,1274,1517,1531,2849,2594
ENSG00000070831,103,102,90,173,216,219
